id,agencia,ano,id_agencia,nome_mecanismo_agencia,ementa,objetivo_participacao,tema,subtema,lei_1_depois_0_antes,data_convocacao,data_convocacao_ano,instrumento_participacao,data_contribuicao_inicio,data_contribuicao_fim,doc_convocacao_existe,doc_base_existe,rac_existe,rac_data,relatorio_sintese_existe,relatorio_sintese_data,produto_final_descricao,produto_final_data,produto_final_documento,atualizacao_data
ANAC_2010_Audiência Pública Nº 11/2010_127,ANAC,2010,Audiência Pública nº 11/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil 145 (RBAC 145), intitulado “Organizações de Manutenção de Produto Aeronáutico” – em substituição ao Regulamento Brasileiro de Homologação Aeronáutica – RBHA 145 “Empresas de Manutenção Aeronáutica”.",Normas e regulamentos,Produtos aeronáuticos,-,0,40282,2010,PNP,40282,40342,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43299
ANAC_2010_Audiência Pública Nº 12/2010_128,ANAC,2010,Audiência Pública nº 12/2010,Audiência Pública,"Proposta de estabelecimento de condição especial a ser incorporada à base de certificação do projeto de tipo do avião Embraer EMB-500, aplicável ao assento orientado transversalmente, para um único ocupante.",Normas e regulamentos,Produtos aeronáuticos,-,0,40305,2010,PNP,40305,40335,Disponível,Disponível,N/A,N/A,N/A,N/A,"Resolução nº 177, de 14 de dezembro de 2010.",40526,Disponível,43299
ANAC_2010_Audiência Pública Nº 13/2010_127,ANAC,2010,Audiência Pública nº 13/2010,Audiência Pública,"Proposta de estabelecimento de condição especial a ser incorporada à base de certificação do projeto de tipo do avião Embraer EMB-135BJ Enhanced, aplicável à parada súbita de motor e APU.",Normas e regulamentos,Produtos aeronáuticos,-,0,40322,2010,PNP,40322,40332,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 155,40364,Disponível,43299
ANAC_2010_Audiência Pública Nº 14/2010_222,ANAC,2010,Audiência Pública nº 14/2010,Audiência Pública,"Proposta de alteração da Resolução nº 57, de 10 de outubro de 2008, que regulamenta o processo de alocação de frequências internacionais e de designação de empresas aéreas regulares brasileiras.",Normas e regulamentos,Serviços aéreos,-,0,40338,2010,PNP,40338,40348,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 154,40357,Disponível,43299
ANAC_2010_Audiência Pública Nº 15/2010_1,ANAC,2010,Audiência Pública nº 15/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 147 (RBAC nº 147), intitulado “Centros de Instrução de Aviação Civil, para Formação e Qualificação de Mecânicos de Manutenção Aeronáutica”.",Normas e regulamentos,Formação de profissionais,-,0,40354,2010,PNP,40354,40384,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43299
ANAC_2010_Audiência Pública Nº 16/2010_195,ANAC,2010,Audiência Pública nº 16/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 183 (RBAC nº 183), intitulado “Credenciamento de Pessoas” – em substituição ao Regulamento Brasileiro de Homologação Aeronáutica 183 (RBHA 183).",Normas e regulamentos,Formação de profissionais,-,0,40354,2010,PNP,40354,40384,Disponível,Disponível,N/D,N/D,N/D,N/D,Resolução nº 203,40854,Disponível,43299
ANAC_2010_Audiência Pública Nº 17/2010_126,ANAC,2010,Audiência Pública nº 17/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 133 (RBAC nº 133), intitulado “Operação de Aeronaves de Asas Rotativas com Cargas Externas” – em substituição ao Regulamento Brasileiro de Homologação Aeronáutica 133 (RBHA 133).",Normas e regulamentos,Produtos aeronáuticos,-,0,40360,2010,PNP,40360,40390,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 174,40493,Disponível,43299
ANAC_2010_Audiência Pública Nº 18/2010_59,ANAC,2010,Audiência Pública nº 18/2010,Audiência Pública,Proposta de resolução estabelecendo regras para designação dos aeroportos internacionais brasileiros.,Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,40372,2010,PNP,40372,40432,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 181,40570,Disponível,43299
ANAC_2010_Audiência Pública Nº 19/2010_221,ANAC,2010,Audiência Pública nº 19/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 120 (RBAC nº 120), intitulado “Programas de Prevenção do Uso Indevido de Substâncias Psicoativas na Aviação Civil”.",Normas e regulamentos,Serviços aéreos,-,0,40378,2010,PNP,40378,40408,Disponível,Disponível,Disponível,40694,N/D,N/D,Resolução nº 190,40695,Disponível,43299
ANAC_2010_Audiência Pública Nº 20/2010_220,ANAC,2010,Audiência Pública nº 20/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 129 (RBAC nº 129), intitulado ""Operação de Empresas Estrangeiras de Transporte Aéreo Público no Brasil"".",Normas e regulamentos,Serviços aéreos,-,0,40415,2010,PNP,40415,40445,Disponível,Disponível,Disponível,40908,N/D,N/D,Resolução nº 243,41129,Disponível,43299
ANAC_2010_Audiência Pública Nº 21/2010_58,ANAC,2010,Audiência Pública nº 21/2010,Audiência Pública,"Proposta de licitação para a concessão da construção parcial, manutenção e exploração do Aeroporto Internacional de São Gonçalo do Amarante (ASGA).",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,Concessões aeroportuárias,0,40415,2010,PP e PNP,40415,40460,Disponível,Disponível,Disponível,N/D,N/D,N/D,Decisão nº 60; Edital nº 01/2011,40669,Disponível,43299
ANAC_2010_Audiência Pública Nº 23/2010_125,ANAC,2010,Audiência Pública nº 23/2010,Audiência Pública,"Nova proposta de estabelecimento de condição especial a ser incorporada à base de certificação do projeto de tipo do avião Embraer EMB-500, aplicável ao assento orientado transversalmente, para um único ocupante.",Normas e regulamentos,Produtos aeronáuticos,-,0,40443,2010,PNP,40443,40463,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 177,40527,Disponível,43299
ANAC_2010_Audiência Pública Nº 22/2010_219,ANAC,2010,Audiência Pública nº 22/2010,Audiência Pública,"Proposta de edição da Emenda 129 ao Regulamento Brasileiro da Aviação Civil nº 25 (RBAC nº 25), intitulado “Requisitos de Aeronavegabilidade: Aviões Categoria Transporte”.",Normas e regulamentos,Serviços aéreos,-,0,40443,2010,PNP,40443,40473,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 183,40576,Disponível,43299
ANAC_2010_Audiência Pública Nº 24/2010_35,ANAC,2010,Audiência Pública nº 24/2010,Audiência Pública,"Proposta de resolução dispondo sobre o modelo de regulação das tarifas aeroportuárias de embarque, pouso e permanência e dos preços unificado e de permanência.",Normas e regulamentos,Gestão tarifária,-,0,40486,2010,PP e PNP,40486,40506,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 180,40570,Disponível,43299
ANAC_2010_Audiência Pública Nº 26/2010_19,ANAC,2010,Audiência Pública nº 26/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 61 (RBAC nº 61), intitulado “Licenças, Habilitações e Certificados Para Pilotos”, em substituição ao Regulamento Brasileiro de Homologação Aeronáutica 61 (RBHA 61).",Normas e regulamentos,Formação de profissionais,-,0,40500,2010,PP e PNP,40500,40530,Disponível,Disponível,Disponível,40724,N/D,N/D,Resolução nº 237,41082,Disponível,43299
ANAC_2010_Audiência Pública Nº 25/2010_218,ANAC,2010,Audiência Pública nº 25/2010,Audiência Pública,Proposta de resolução dispondo sobre a regulamentação do serviço de atendimento ao passageiro prestado pelas empresas de transporte aéreo regular.,Normas e regulamentos,Serviços aéreos,-,0,40500,2010,PNP,40500,40530,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 196,40784,Disponível,43299
ANAC_2010_Audiência Pública Nº 27/2010_217,ANAC,2010,Audiência Pública nº 27/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 105 (RBAC nº 105), intitulado “Saltos de Paraquedas” – em substituição ao Regulamento Brasileiro de Homologação Aeronáutica 105 (RBHA 105)",Normas e regulamentos,Serviços aéreos,-,0,40500,2010,PNP,40500,40530,Disponível,Disponível,Disponível,40574,N/D,N/D,Resolução nº 188,40688,Disponível,43299
ANAC_2010_Audiência Pública Nº 28/2010_18,ANAC,2010,Audiência Pública nº 28/2010,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 67 (RBAC nº 67), intitulado “Requisitos para Concessão de certificados de Capacidade Física e para credenciamento de Médicos e Clínicas”.",Normas e regulamentos,Formação de profissionais,-,0,40520,2010,PNP,40520,40550,Disponível,Disponível,Disponível,40908,N/D,N/D,Resolução nº 211,40886,Disponível,43302
ANAC_2011_Audiência Pública Nº 01/2011_131,ANAC,2011,Audiência Pública nº 01/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 103 (RBAC nº 103), intitulado “Veículo Aéreos Leves”",Normas e regulamentos,Produtos aeronáuticos,-,0,40590,2011,PNP,40590,40620,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43303
ANAC_2011_Audiência Pública Nº 03/2011_20,ANAC,2011,Audiência Pública nº 03/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 142 (RBAC nº 142), intitulado “Requisitos para Centros de Treinamento de Aviação Civil”.",Normas e regulamentos,Formação de profissionais,-,0,40604,2011,PNP,40604,40634,Disponível,Disponível,Disponível,41029,N/D,N/D,Resolução nº 232,41060,Disponível,43303
ANAC_2011_Audiência Pública Nº 02/2011_110,ANAC,2011,Audiência Pública nº 02/2011,Audiência Pública,"Proposta de edição de Emenda nº 02 ao Regulamento Brasileiro da Aviação Civil nº 01 (RBAC nº 01), intitulado “Regulamentos Brasileiros de Aviação Civil. Definições, Regras de Redação e Unidades de Medida”.",Normas e regulamentos,Produtos aeronáuticos,-,0,40604,2011,PNP,40604,40634,Disponível,Disponível,Disponível,40709,N/D,N/D,Resolução nº 200,40800,Disponível,43303
ANAC_2011_Audiência Pública Nº 04/2011_256,ANAC,2011,Audiência Pública nº 04/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 125 (RBAC nº 125), intitulado “Certificação e operações: aviões com capacidade de assentos de mais de 19 passageiros ou capacidade máxima de carga paga de 2720 kg (6000 lb.) ou mais; regras aplicáveis a pessoas a bordo destes aviões”.",Normas e regulamentos,Serviços aéreos; Produtos aeronáuticos,-,0,40604,2011,PNP,40604,40634,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43303
ANAC_2011_Audiência Pública Nº 05/2011_266,ANAC,2011,Audiência Pública nº 05/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 161 (RBAC nº 161), intitulado “Plano de Zoneamento de Ruído – PZR” .",Normas e regulamentos,Serviços aéreos,-,0,40606,2011,PNP,40606,40643,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 202,40815,Disponível,43303
ANAC_2011_Audiência Pública Nº 06/2011_257,ANAC,2011,Audiência Pública nº 06/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 137 (RBAC nº 137), intitulado “Certificação e Requisitos Operacionais: Operações Aeroagrícolas” e da Instrução Suplementar nº 137.201-001 (IS nº 137.201-001), intitulada “Uso de etanol em aeronaves agrícolas”.",Normas e regulamentos,Serviços aéreos; Produtos aeronáuticos,-,0,40620,2011,PNP,40620,40650,Disponível,Disponível,Disponível,41060,N/D,N/D,Resolução nº 233; Portaria nº 1257,41060,Disponível,43303
ANAC_2011_Audiência Pública Nº 07/2011_52,ANAC,2011,Audiência Pública nº 07/2011,Audiência Pública,Proposta de resolução estabelecendo requisitos de aderência para pistas de pouso e decolagem.,Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,40646,2011,PNP,40646,40676,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 235; Resolução nº 236,41071,Disponível,43303
ANAC_2011_Audiência Pública Nº 08/2011_132,ANAC,2011,Audiência Pública nº 08/2011,Audiência Pública,"Proposta de alteração do Regulamento Brasileiro da Aviação Civil nº 21 (RBAC nº 21), intitulado “Certificação de Produto Aeronáutico”, e revogação do Regulamento Brasileiro de Homologação Aeronáutica 38 (RBHA 38), intitulado “Procedimentos para Fabricação de Conjuntos para Montagem de Aeronaves Experimentais”.",Normas e regulamentos,Produtos aeronáuticos,-,0,40668,2011,PNP,40668,40698,Disponível,Disponível,Disponível,40722,N/D,N/D,Resolução nº 210,40878,Disponível,43303
ANAC_2011_Audiência Pública Nº 09/2011_131,ANAC,2011,Audiência Pública nº 09/2011,Audiência Pública,"Proposta de revogação do Regulamento Brasileiro de Homologação Aeronáutica nº 37 (RBAC nº 37), intitulado “Procedimentos para a Construção de Aeronaves por Amadores”, e edição da Instrução Suplementar nº 21.191-001 (IS nº 21.191-001), intitulada “Aeronaves Construídas por amadores”.",Normas e regulamentos,Produtos aeronáuticos,-,0,40668,2011,PNP,40668,40698,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 228,41033,Disponível,43303
ANAC_2011_Audiência Pública Nº 10/2011_265,ANAC,2011,Audiência Pública nº 10/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 43 (RBAC nº 43), intitulado “Manutenção, Manutenção Preventiva, Reconstrução e Modificações” – em substituição ao Regulamento Brasileiro de Homologação Aeronáutica 43 (RBHA 43)",Normas e regulamentos,Produtos aeronáuticos,-,0,40681,2011,PNP,40681,40711,Disponível,Disponível,Disponível,41065,N/D,N/D,Resolução nº 265,41341,Disponível,43303
ANAC_2011_Audiência Pública Nº 11/2011_262,ANAC,2011,Audiência Pública nº 11/2011,Audiência Pública,"Proposta de edição do Regulamento Brasileiro da Aviação Civil nº 63 (RBAC nº 63), intitulado “Mecânico de Voo e Comissário de Voo” – em substituição ao Regulamento Brasileiro de Homologação Aeronáutica 63 (RBHA 63)",Normas e regulamentos,Formação de profissionais,-,0,40731,2011,PNP,40731,40761,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43303
ANAC_2011_Audiência Pública Nº 12/2011_194,ANAC,2011,Audiência Pública nº 12/2011,Audiência Pública,"Proposta de estabelecimento de condição especial a ser incorporada à base de certificação do projeto de tipo do avião Embraer ERJ-170, aplicável aos assentos com grandes painéis não metálicos e não tradicionais.",Normas e regulamentos,Produtos aeronáuticos,-,0,40759,2011,PNP,40759,40769,Disponível,Disponível,N/A,N/A,N/A,N/A,Resolução nº 197,40787,Disponível,43303
ANAC_2011_Audiência Pública Nº 13/2011_51,ANAC,2011,Audiência Pública nº 13/2011,Audiência Pública,"Proposta de resolução dispondo sobre o compartilhamento das áreas de check-in nos aeroportos brasileiros, para divulgação no sítio eletrônico da ANAC.",Normas e regulamentos,Infraestrutura aeronáutica e aeroportuária,-,0,40760,2011,PNP,40760,40790,Disponível,Disponível,Disponível,40871,N/D,N/D,Resolução nº 208,40875,Disponível,43303
ANAC_2011_Audiência Pública Nº 14/2011_50,ANAC,2011,Audiência Pública nº 14/2011,Audiência Pública,"Proposta de estabelecimento de condição especial a ser incorporada à base de certificação do projeto de tipo do avião Embraer EMB-505, aplicável ao assento orientado transversalmente, para um único ocupante.",Atos e contratos,Infraestrutura aeronáutica e aeroportuária,-,0,40765,2011,PNP,40765,40775,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 198,40794,Disponível,43303
ANAC_2011_Audiência Pública Nº 15/2011_263,ANAC,2011,Audiência Pública nº 15/2011,Audiência Pública,"Proposta de edição de Resolução para estabelecer os procedimentos de apuração da regularidade, pontualidade e eficiência operacional das operações de transporte aéreo público regular com origem ou destino no Brasil.",Normas e regulamentos,Serviços aéreos,-,0,40800,2011,PNP,40800,40830,Disponível,Disponível,Disponível,N/D,N/D,N/D,Resolução nº 218,40974,Disponível,43303
